Site,Level,Meter,DateDay,kWh
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NW Riser BD/TNW1P/L1,1/7/2017 00:00:00,5790
1,GMez & L1 - NBC CSG,281) L1 Core 2 Tenant N Riser BD/TNW2L(P)/L1,1/7/2017 00:00:00,4676
1,GMez & L1 - NBC CSG,0) L1 Core 2 Tenant N Riser BD/TNW2L/L1,1/7/2017 00:00:00,3801
1,GMez & L1 - NBC CSG,282) L1 Core 1 Tenant NE Riser BD/TNE1L/L1,1/7/2017 00:00:00,2997
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NE Riser BD/TNE1P/L1,1/7/2017 00:00:00,1762
1,L2 & L3 N,262) L3 Core 1 Tenant NE Riser BD/TNE1L/L3 "new",1/7/2017 00:00:00,3039
1,GMez & L1 - NBC CSG,283) L1 Core 1 Tenant SE Riser BD/TSE1L/L1,1/7/2017 00:00:00,2441
1,L2 & L3 N,0) L3 Core 1 Tenant NE Riser BD/TNE1L/L3,1/7/2017 00:00:00,1307
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SE Riser BD/TSE1P/L1,1/7/2017 00:00:00,2478
1,GMez & L1 - NBC CSG,284) L1 Core 3 Tenant SW Riser BD/TSW2L(P)/L1,1/7/2017 00:00:00,2143
1,GMez & L1 - NBC CSG,Central (Landlord's) Chillers/Pumps,1/7/2017 00:00:00,46191
1,L2 & L3 N,i) 258) L3 Core 1 Tenant NW Riser BD/TNW1L/L3,1/7/2017 00:00:00,1498
1,L2 & L3 N,261) L3 Core 2 Tenant N Riser BD/TNW2L(P)/L3,1/7/2017 00:00:00,5142
1,GMez & L1 - NBC CSG,294) GF Core 1 Tenant SE Riser BD/TSEL/__,1/7/2017 00:00:00,967
1,L2 & L3 N,0) L3 Core 2 Tenant N Riser BD/TNW2L/L1,1/7/2017 00:00:00,5362
1,L2 & L3 N,0) L3 Core 1 Tenant NW Riser BD/TNW1P/L3 new,1/7/2017 00:00:00,2888
1,L2 & L3 N,0) L3 Core 1 Tenant NW Riser DB dub new,1/7/2017 00:00:00,4014
1,GMez & L1 - NBC CSG,287) L1 Core 1 Tenant SW Riser BD/TSW1L/L1,1/7/2017 00:00:00,3603
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SW Riser BD/TSW1P/L1,1/7/2017 00:00:00,3285
1,GMez & L1 - NBC CSG,0) GF Core 1 Tenant NE Riser BD/TNEL/1GL,1/7/2017 00:00:00,2245
1,Level 10,0) L10 Core 2 Comms supply & New,1/8/2017 00:00:00,94
1,GMez & L1 - NBC CSG,142) A6 LV3 NBC MER I/O Panel (Spare),1/8/2017 00:00:00,85358
1,Level 10,191) L10 Core 1 Tenant NW Riser BD/TNW1L/L10,1/8/2017 00:00:00,1525
1,Level 10,199) L10 Core 1 Tenant SW Riser BD/TSW1L/L10,1/8/2017 00:00:00,1359
1,Level 10,196) L10 Core 1 Tenant SE Riser BD/TSE1L/L10,1/8/2017 00:00:00,466
1,Level 10,194) L10 Core 2 Tenant N Riser BD/TNW2L/L10,1/8/2017 00:00:00,2146
1,Level 10,0) L10 Core 2 Tenant N Riser BD/TNW2P/L10 & New,1/8/2017 00:00:00,1114
1,Level 10,Central (Landlord's) Chillers/Pumps kWh:,1/8/2017 00:00:00,3525
1,Level 10,0) L10 Core 1 Tenant SW Riser BD/TSW1P/L10 & New,1/8/2017 00:00:00,2518
1,Level 10,Common Area,1/8/2017 00:00:00,4252
1,L2 & L3 N,0) L2 Core 2 Tenant N Riser BD/TNW2L/L2,1/8/2017 00:00:00,303
1,Level 10,0) L10 Core 1 Tenant NW Riser BD/TNW1P/L10 & New,1/8/2017 00:00:00,1827
1,GMez & L1 - NBC CSG,293) GF Core 1 Tenant NE Riser BD/TNEL/1PG__,1/8/2017 00:00:00,1598
1,Level 10,Central (Landlord's) Misc Plant/Equipment kWh,1/8/2017 00:00:00,1350
1,GMez & L1 - NBC CSG,0) GF Core 1 Tenant NE Riser BD/TNEL/1GL,1/8/2017 00:00:00,2633
1,Level 10,195) L10 Core 1 Tenant NE Riser BD/TNE1L/L10,1/8/2017 00:00:00,1569
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SW Riser BD/TSW1P/L1,1/8/2017 00:00:00,3502
1,L2 & L3 N,0) L2 Core 1 Tenant NE Riser BD/TNE1P/L2,1/8/2017 00:00:00,2244
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NW Riser BD/TNW1P/L1,1/8/2017 00:00:00,5820
1,GMez & L1 - NBC CSG,281) L1 Core 2 Tenant N Riser BD/TNW2L(P)/L1,1/8/2017 00:00:00,5249
1,GMez & L1 - NBC CSG,0) L1 Core 2 Tenant N Riser BD/TNW2L/L1,1/8/2017 00:00:00,4137
1,GMez & L1 - NBC CSG,Common Area,1/8/2017 00:00:00,7728
1,GMez & L1 - NBC CSG,Central (Landlord's) Chillers/Pumps,1/8/2017 00:00:00,38249
1,GMez & L1 - NBC CSG,Central (Landlord's) Air Handling,1/8/2017 00:00:00,2358
1,GMez & L1 - NBC CSG,294) GF Core 1 Tenant SE Riser BD/TSEL/__,1/8/2017 00:00:00,802
1,GMez & L1 - NBC CSG,131) A17 LV3 Spare DB/B2/IT,1/8/2017 00:00:00,1865
1,L2 & L3 N,Common Area,1/8/2017 00:00:00,10851
1,GMez & L1 - NBC CSG,287) L1 Core 1 Tenant SW Riser BD/TSW1L/L1,1/8/2017 00:00:00,4009
1,GMez & L1 - NBC CSG,0) L1 Core 3 Tenant SW Riser BD/TSW2L/L1,1/8/2017 00:00:00,3429
1,GMez & L1 - NBC CSG,282) L1 Core 1 Tenant NE Riser BD/TNE1L/L1,1/8/2017 00:00:00,3349
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NE Riser BD/TNE1P/L1,1/8/2017 00:00:00,2479
1,GMez & L1 - NBC CSG,283) L1 Core 1 Tenant SE Riser BD/TSE1L/L1,1/8/2017 00:00:00,2799
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SE Riser BD/TSE1P/L1,1/8/2017 00:00:00,2841
1,GMez & L1 - NBC CSG,284) L1 Core 3 Tenant SW Riser BD/TSW2L(P)/L1,1/8/2017 00:00:00,2160
1,GMez & L1 - NBC CSG,Central (Landlord's) Misc Plant/Equipment,1/8/2017 00:00:00,2177
1,L2 & L3 N,0) L3 Core 2 Tenant NW2 Riser BD/P,1/8/2017 00:00:00,3955
1,L2 & L3 N,0) L2 Core 1 Tenant SE Riser BD/TSE1P/L2,1/8/2017 00:00:00,2294
1,L2 & L3 N,273) L2 Core 1 Tenant SE Riser BD/TSE1L/L2,1/8/2017 00:00:00,2698
1,L2 & L3 N,272) L2 Core 1 Tenant NE Riser BD/TNE1L/L2,1/8/2017 00:00:00,3517
1,L2 & L3 N,271) L2 Core 2 Tenant N Riser BD/TNW2L(P)/L2,1/8/2017 00:00:00,5661
1,L2 & L3 N,0) L2 Core 1 Tenant NW Riser BD/TNW1P/L2,1/8/2017 00:00:00,3865
1,L2 & L3 N,268) L2 Core 1 Tenant NW Riser BD/TNW1L/L2,1/8/2017 00:00:00,3404
1,L2 & L3 N,262) L3 Core 1 Tenant NE Riser BD/TNE1L/L3 "new",1/8/2017 00:00:00,3281
1,GMez & L1 - NBC CSG,278) L1 Core 1 Tenant NW Riser BD/TNW1L/L1,1/8/2017 00:00:00,4864
1,L2 & L3 N,261) L3 Core 2 Tenant N Riser BD/TNW2L(P)/L3,1/8/2017 00:00:00,5643
1,L2 & L3 N,274) L2 Core 3 Tenant SW Riser BD/TSW2L/L2,1/8/2017 00:00:00,2602
1,L2 & L3 N,0) L3 Core 2 Tenant N Riser BD/TNW2L/L1,1/8/2017 00:00:00,5802
1,L2 & L3 N,0) L3 Core 1 Tenant NW Riser BD/TNW1P/L3 new,1/8/2017 00:00:00,2948
1,L2 & L3 N,0) L3 Core 1 Tenant NW Riser DB dub new,1/8/2017 00:00:00,3931
1,L2 & L3 N,i) 258) L3 Core 1 Tenant NW Riser BD/TNW1L/L3,1/8/2017 00:00:00,1509
1,L2 & L3 N,Central (Landlord's) Misc Plant/Equipment kWh,1/8/2017 00:00:00,3230
1,L2 & L3 N,Central (Landlord's) Air Handling kWh,1/8/2017 00:00:00,3311
1,L2 & L3 N,Central (Landlord's) Chillers/Pumps kWh:,1/8/2017 00:00:00,18639
1,L2 & L3 N,0) L3 Core 1 Tenant NE Riser BD/TNE1L/L3,1/8/2017 00:00:00,1172
7,Building,S23553105,1/8/2017 00:00:00,7081
1,L2 & L3 N,0) L2 Core 3 Tenant SW Riser BD/TSW2P/L2,1/8/2017 00:00:00,3327
1,L2 & L3 N,77) L2 Core 1 Tenant SW Riser BD/TSW1L/L2,1/8/2017 00:00:00,4217
1,L2 & L3 N,0) L2 Core 1 Tenant SW Riser BD/TSW1P/L2,1/8/2017 00:00:00,4337
12,Studio 5.02,E14D00499,1/8/2017 00:00:00,2216
1,Level 10,Central (Landlord's) Air Handling kWh,1/8/2017 00:00:00,1297
12,Studio 5.03,E14D00493,1/8/2017 00:00:00,5100
1,GMez & L1 - NBC CSG,131) A17 LV3 Spare DB/B2/IT,1/9/2017 00:00:00,1899
1,GMez & L1 - NBC CSG,Central (Landlord's) Misc Plant/Equipment,1/9/2017 00:00:00,1872
1,GMez & L1 - NBC CSG,Central (Landlord's) Air Handling,1/9/2017 00:00:00,2288
1,GMez & L1 - NBC CSG,Central (Landlord's) Chillers/Pumps,1/9/2017 00:00:00,31209
11,2nd Floor B,Day Units,1/9/2017 00:00:00,7501
1,GMez & L1 - NBC CSG,294) GF Core 1 Tenant SE Riser BD/TSEL/__,1/9/2017 00:00:00,690
11,2nd Floor B,Night Units,1/9/2017 00:00:00,1331
1,L2 & L3 N,0) L2 Core 1 Tenant SW Riser BD/TSW1P/L2,1/9/2017 00:00:00,3610
1,L2 & L3 N,77) L2 Core 1 Tenant SW Riser BD/TSW1L/L2,1/9/2017 00:00:00,3680
1,L2 & L3 N,0) L2 Core 3 Tenant SW Riser BD/TSW2P/L2,1/9/2017 00:00:00,3064
1,GMez & L1 - NBC CSG,Common Area,1/9/2017 00:00:00,6294
1,GMez & L1 - NBC CSG,142) A6 LV3 NBC MER I/O Panel (Spare),1/9/2017 00:00:00,79291
1,L2 & L3 N,274) L2 Core 3 Tenant SW Riser BD/TSW2L/L2,1/9/2017 00:00:00,2447
1,GMez & L1 - NBC CSG,0) GF Core 1 Tenant NE Riser BD/TNEL/1GL,1/9/2017 00:00:00,2340
1,GMez & L1 - NBC CSG,278) L1 Core 1 Tenant NW Riser BD/TNW1L/L1,1/9/2017 00:00:00,2669
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NW Riser BD/TNW1P/L1,1/9/2017 00:00:00,5149
1,GMez & L1 - NBC CSG,0) L1 Core 2 Tenant N Riser BD/TNW2L/L1,1/9/2017 00:00:00,3592
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NE Riser BD/TNE1P/L1,1/9/2017 00:00:00,2659
1,GMez & L1 - NBC CSG,283) L1 Core 1 Tenant SE Riser BD/TSE1L/L1,1/9/2017 00:00:00,2410
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SE Riser BD/TSE1P/L1,1/9/2017 00:00:00,2447
1,GMez & L1 - NBC CSG,284) L1 Core 3 Tenant SW Riser BD/TSW2L(P)/L1,1/9/2017 00:00:00,2054
1,GMez & L1 - NBC CSG,0) L1 Core 3 Tenant SW Riser BD/TSW2L/L1,1/9/2017 00:00:00,3043
1,GMez & L1 - NBC CSG,287) L1 Core 1 Tenant SW Riser BD/TSW1L/L1,1/9/2017 00:00:00,3414
1,GMez & L1 - NBC CSG,293) GF Core 1 Tenant NE Riser BD/TNEL/1PG__,1/9/2017 00:00:00,1420
12,Studio 5.03,E14D00493,1/9/2017 00:00:00,4715
1,L2 & L3 N,Common Area,1/9/2017 00:00:00,8838
1,L2 & L3 N,Central (Landlord's) Chillers/Pumps kWh:,1/9/2017 00:00:00,15156
1,L2 & L3 N,Central (Landlord's) Air Handling kWh,1/9/2017 00:00:00,3213
1,L2 & L3 N,Central (Landlord's) Misc Plant/Equipment kWh,1/9/2017 00:00:00,2797
7,Building,S23553105,1/9/2017 00:00:00,8570
1,L2 & L3 N,i) 258) L3 Core 1 Tenant NW Riser BD/TNW1L/L3,1/9/2017 00:00:00,980
1,L2 & L3 N,0) L3 Core 1 Tenant NW Riser DB dub new,1/9/2017 00:00:00,3792
1,L2 & L3 N,0) L3 Core 1 Tenant NW Riser BD/TNW1P/L3 new,1/9/2017 00:00:00,2812
1,L2 & L3 N,0) L3 Core 2 Tenant N Riser BD/TNW2L/L1,1/9/2017 00:00:00,5404
1,L2 & L3 N,0) L3 Core 2 Tenant NW2 Riser BD/P,1/9/2017 00:00:00,4016
1,L2 & L3 N,273) L2 Core 1 Tenant SE Riser BD/TSE1L/L2,1/9/2017 00:00:00,2264
1,L2 & L3 N,0) L3 Core 1 Tenant NE Riser BD/TNE1L/L3,1/9/2017 00:00:00,1141
1,L2 & L3 N,0) L2 Core 1 Tenant SE Riser BD/TSE1P/L2,1/9/2017 00:00:00,2016
1,L2 & L3 N,262) L3 Core 1 Tenant NE Riser BD/TNE1L/L3 "new",1/9/2017 00:00:00,3094
1,L2 & L3 N,268) L2 Core 1 Tenant NW Riser BD/TNW1L/L2,1/9/2017 00:00:00,3156
1,L2 & L3 N,0) L2 Core 1 Tenant NW Riser BD/TNW1P/L2,1/9/2017 00:00:00,3584
1,L2 & L3 N,271) L2 Core 2 Tenant N Riser BD/TNW2L(P)/L2,1/9/2017 00:00:00,4534
1,L2 & L3 N,0) L2 Core 2 Tenant N Riser BD/TNW2L/L2,1/9/2017 00:00:00,252
1,L2 & L3 N,272) L2 Core 1 Tenant NE Riser BD/TNE1L/L2,1/9/2017 00:00:00,2978
1,L2 & L3 N,0) L2 Core 1 Tenant NE Riser BD/TNE1P/L2,1/9/2017 00:00:00,2057
1,GMez & L1 - NBC CSG,282) L1 Core 1 Tenant NE Riser BD/TNE1L/L1,1/9/2017 00:00:00,3320
12,Studio 5.02,E14D00499,1/9/2017 00:00:00,1774
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SW Riser BD/TSW1P/L1,1/9/2017 00:00:00,3029
1,L2 & L3 N,261) L3 Core 2 Tenant N Riser BD/TNW2L(P)/L3,1/9/2017 00:00:00,5245
1,Level 10,194) L10 Core 2 Tenant N Riser BD/TNW2L/L10,1/9/2017 00:00:00,1810
1,GMez & L1 - NBC CSG,281) L1 Core 2 Tenant N Riser BD/TNW2L(P)/L1,1/9/2017 00:00:00,4387
1,Level 10,0) L10 Core 1 Tenant SW Riser BD/TSW1P/L10 & New,1/9/2017 00:00:00,2362
1,Level 10,199) L10 Core 1 Tenant SW Riser BD/TSW1L/L10,1/9/2017 00:00:00,1164
1,Level 10,196) L10 Core 1 Tenant SE Riser BD/TSE1L/L10,1/9/2017 00:00:00,2272
1,Level 10,195) L10 Core 1 Tenant NE Riser BD/TNE1L/L10,1/9/2017 00:00:00,1358
1,Level 10,0) L10 Core 2 Tenant N Riser BD/TNW2P/L10 & New,1/9/2017 00:00:00,954
1,Level 10,0) L10 Core 2 Comms supply & New,1/9/2017 00:00:00,8
1,Level 10,0) L10 Core 1 Tenant NW Riser BD/TNW1P/L10 & New,1/9/2017 00:00:00,1782
1,Level 10,191) L10 Core 1 Tenant NW Riser BD/TNW1L/L10,1/9/2017 00:00:00,1380
1,Level 10,Central (Landlord's) Misc Plant/Equipment kWh,1/9/2017 00:00:00,1178
1,Level 10,Central (Landlord's) Air Handling kWh,1/9/2017 00:00:00,1259
1,Level 10,Central (Landlord's) Chillers/Pumps kWh:,1/9/2017 00:00:00,3299
1,Level 10,Common Area,1/9/2017 00:00:00,3463
1,L2 & L3 N,274) L2 Core 3 Tenant SW Riser BD/TSW2L/L2,1/10/2017 00:00:00,2582
1,Level 10,194) L10 Core 2 Tenant N Riser BD/TNW2L/L10,1/10/2017 00:00:00,1961
1,GMez & L1 - NBC CSG,0) L1 Core 2 Tenant N Riser BD/TNW2L/L1,1/10/2017 00:00:00,3803
1,L2 & L3 N,271) L2 Core 2 Tenant N Riser BD/TNW2L(P)/L2,1/10/2017 00:00:00,5049
1,L2 & L3 N,0) L2 Core 1 Tenant SE Riser BD/TSE1P/L2,1/10/2017 00:00:00,2600
1,L2 & L3 N,Central (Landlord's) Chillers/Pumps kWh:,1/10/2017 00:00:00,16955
1,L2 & L3 N,Common Area,1/10/2017 00:00:00,10648
1,Level 10,0) L10 Core 2 Comms supply & New,1/10/2017 00:00:00,1
1,Level 10,0) L10 Core 2 Tenant N Riser BD/TNW2P/L10 & New,1/10/2017 00:00:00,1051
1,Level 10,195) L10 Core 1 Tenant NE Riser BD/TNE1L/L10,1/10/2017 00:00:00,1507
1,Level 10,196) L10 Core 1 Tenant SE Riser BD/TSE1L/L10,1/10/2017 00:00:00,1348
1,Level 10,199) L10 Core 1 Tenant SW Riser BD/TSW1L/L10,1/10/2017 00:00:00,1257
1,Level 10,0) L10 Core 1 Tenant SW Riser BD/TSW1P/L10 & New,1/10/2017 00:00:00,2509
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NE Riser BD/TNE1P/L1,1/10/2017 00:00:00,2707
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SE Riser BD/TSE1P/L1,1/10/2017 00:00:00,2607
1,L2 & L3 N,272) L2 Core 1 Tenant NE Riser BD/TNE1L/L2,1/10/2017 00:00:00,3213
1,GMez & L1 - NBC CSG,287) L1 Core 1 Tenant SW Riser BD/TSW1L/L1,1/10/2017 00:00:00,3709
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SW Riser BD/TSW1P/L1,1/10/2017 00:00:00,3270
12,Studio 5.03,E14D00493,1/10/2017 00:00:00,4814
7,Building,S23553105,1/10/2017 00:00:00,7895
1,L2 & L3 N,0) L2 Core 2 Tenant N Riser BD/TNW2L/L2,1/10/2017 00:00:00,265
1,GMez & L1 - NBC CSG,283) L1 Core 1 Tenant SE Riser BD/TSE1L/L1,1/10/2017 00:00:00,2568
11,2nd Floor B,Night Units,1/10/2017 00:00:00,1041
12,Studio 5.02,E14D00499,1/10/2017 00:00:00,1827
1,L2 & L3 N,0) L2 Core 1 Tenant NW Riser BD/TNW1P/L2,1/10/2017 00:00:00,3909
1,L2 & L3 N,0) L2 Core 1 Tenant NE Riser BD/TNE1P/L2,1/10/2017 00:00:00,2219
1,L2 & L3 N,0) L2 Core 1 Tenant SW Riser BD/TSW1P/L2,1/10/2017 00:00:00,4098
1,L2 & L3 N,77) L2 Core 1 Tenant SW Riser BD/TSW1L/L2,1/10/2017 00:00:00,4191
1,L2 & L3 N,0) L2 Core 3 Tenant SW Riser BD/TSW2P/L2,1/10/2017 00:00:00,3571
1,GMez & L1 - NBC CSG,0) L1 Core 3 Tenant SW Riser BD/TSW2L/L1,1/10/2017 00:00:00,3269
1,GMez & L1 - NBC CSG,284) L1 Core 3 Tenant SW Riser BD/TSW2L(P)/L1,1/10/2017 00:00:00,2306
1,L2 & L3 N,268) L2 Core 1 Tenant NW Riser BD/TNW1L/L2,1/10/2017 00:00:00,3457
1,L2 & L3 N,273) L2 Core 1 Tenant SE Riser BD/TSE1L/L2,1/10/2017 00:00:00,2506
1,GMez & L1 - NBC CSG,Central (Landlord's) Air Handling,1/10/2017 00:00:00,2193
1,GMez & L1 - NBC CSG,282) L1 Core 1 Tenant NE Riser BD/TNE1L/L1,1/10/2017 00:00:00,3461
1,GMez & L1 - NBC CSG,Central (Landlord's) Chillers/Pumps,1/10/2017 00:00:00,32505
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NW Riser BD/TNW1P/L1,1/10/2017 00:00:00,5623
1,Level 10,Common Area,1/10/2017 00:00:00,4172
1,GMez & L1 - NBC CSG,294) GF Core 1 Tenant SE Riser BD/TSEL/__,1/10/2017 00:00:00,736
1,GMez & L1 - NBC CSG,281) L1 Core 2 Tenant N Riser BD/TNW2L(P)/L1,1/10/2017 00:00:00,4725
1,GMez & L1 - NBC CSG,0) GF Core 1 Tenant NE Riser BD/TNEL/1GL,1/10/2017 00:00:00,2524
1,L2 & L3 N,Central (Landlord's) Air Handling kWh,1/10/2017 00:00:00,3080
1,GMez & L1 - NBC CSG,293) GF Core 1 Tenant NE Riser BD/TNEL/1PG__,1/10/2017 00:00:00,1532
1,GMez & L1 - NBC CSG,142) A6 LV3 NBC MER I/O Panel (Spare),1/10/2017 00:00:00,80634
1,GMez & L1 - NBC CSG,131) A17 LV3 Spare DB/B2/IT,1/10/2017 00:00:00,1925
1,GMez & L1 - NBC CSG,Central (Landlord's) Misc Plant/Equipment,1/10/2017 00:00:00,2194
1,GMez & L1 - NBC CSG,278) L1 Core 1 Tenant NW Riser BD/TNW1L/L1,1/10/2017 00:00:00,2862
1,L2 & L3 N,0) L3 Core 1 Tenant NW Riser BD/TNW1P/L3 new,1/10/2017 00:00:00,2779
1,L2 & L3 N,262) L3 Core 1 Tenant NE Riser BD/TNE1L/L3 "new",1/10/2017 00:00:00,3496
1,L2 & L3 N,0) L3 Core 1 Tenant NE Riser BD/TNE1L/L3,1/10/2017 00:00:00,1253
1,L2 & L3 N,261) L3 Core 2 Tenant N Riser BD/TNW2L(P)/L3,1/10/2017 00:00:00,5506
1,GMez & L1 - NBC CSG,Common Area,1/10/2017 00:00:00,7583
1,L2 & L3 N,0) L3 Core 2 Tenant N Riser BD/TNW2L/L1,1/10/2017 00:00:00,5708
1,Level 10,Central (Landlord's) Chillers/Pumps kWh:,1/10/2017 00:00:00,3280
1,L2 & L3 N,0) L3 Core 1 Tenant NW Riser DB dub new,1/10/2017 00:00:00,4081
1,L2 & L3 N,i) 258) L3 Core 1 Tenant NW Riser BD/TNW1L/L3,1/10/2017 00:00:00,2047
11,2nd Floor B,Day Units,1/10/2017 00:00:00,7278
1,Level 10,0) L10 Core 1 Tenant NW Riser BD/TNW1P/L10 & New,1/10/2017 00:00:00,1827
1,L2 & L3 N,Central (Landlord's) Misc Plant/Equipment kWh,1/10/2017 00:00:00,3277
1,Level 10,191) L10 Core 1 Tenant NW Riser BD/TNW1L/L10,1/10/2017 00:00:00,1481
1,Level 10,Central (Landlord's) Misc Plant/Equipment kWh,1/10/2017 00:00:00,1368
1,Level 10,Central (Landlord's) Air Handling kWh,1/10/2017 00:00:00,1207
1,L2 & L3 N,0) L3 Core 2 Tenant NW2 Riser BD/P,1/10/2017 00:00:00,4372
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NE Riser BD/TNE1P/L1,1/11/2017 00:00:00,2454
1,GMez & L1 - NBC CSG,278) L1 Core 1 Tenant NW Riser BD/TNW1L/L1,1/11/2017 00:00:00,2602
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NW Riser BD/TNW1P/L1,1/11/2017 00:00:00,4991
1,GMez & L1 - NBC CSG,281) L1 Core 2 Tenant N Riser BD/TNW2L(P)/L1,1/11/2017 00:00:00,4582
1,GMez & L1 - NBC CSG,0) L1 Core 2 Tenant N Riser BD/TNW2L/L1,1/11/2017 00:00:00,3795
1,GMez & L1 - NBC CSG,282) L1 Core 1 Tenant NE Riser BD/TNE1L/L1,1/11/2017 00:00:00,3469
1,GMez & L1 - NBC CSG,283) L1 Core 1 Tenant SE Riser BD/TSE1L/L1,1/11/2017 00:00:00,2529
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SE Riser BD/TSE1P/L1,1/11/2017 00:00:00,2457
1,GMez & L1 - NBC CSG,284) L1 Core 3 Tenant SW Riser BD/TSW2L(P)/L1,1/11/2017 00:00:00,2200
1,GMez & L1 - NBC CSG,0) L1 Core 3 Tenant SW Riser BD/TSW2L/L1,1/11/2017 00:00:00,3030
1,GMez & L1 - NBC CSG,287) L1 Core 1 Tenant SW Riser BD/TSW1L/L1,1/11/2017 00:00:00,3272
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SW Riser BD/TSW1P/L1,1/11/2017 00:00:00,3104
1,GMez & L1 - NBC CSG,0) GF Core 1 Tenant NE Riser BD/TNEL/1GL,1/11/2017 00:00:00,4173
1,GMez & L1 - NBC CSG,293) GF Core 1 Tenant NE Riser BD/TNEL/1PG__,1/11/2017 00:00:00,1320
1,GMez & L1 - NBC CSG,142) A6 LV3 NBC MER I/O Panel (Spare),1/11/2017 00:00:00,75758
1,GMez & L1 - NBC CSG,Central (Landlord's) Misc Plant/Equipment,1/11/2017 00:00:00,2115
1,GMez & L1 - NBC CSG,Central (Landlord's) Air Handling,1/11/2017 00:00:00,2555
1,GMez & L1 - NBC CSG,Central (Landlord's) Chillers/Pumps,1/11/2017 00:00:00,33356
1,GMez & L1 - NBC CSG,Common Area,1/11/2017 00:00:00,6337
1,L2 & L3 N,0) L3 Core 1 Tenant NW Riser BD/TNW1P/L3 new,1/11/2017 00:00:00,2385
1,GMez & L1 - NBC CSG,131) A17 LV3 Spare DB/B2/IT,1/11/2017 00:00:00,1787
1,Level 10,199) L10 Core 1 Tenant SW Riser BD/TSW1L/L10,1/11/2017 00:00:00,1128
1,L2 & L3 N,273) L2 Core 1 Tenant SE Riser BD/TSE1L/L2,1/11/2017 00:00:00,2243
11,2nd Floor B,Night Units,1/11/2017 00:00:00,906
1,L2 & L3 N,274) L2 Core 3 Tenant SW Riser BD/TSW2L/L2,1/11/2017 00:00:00,2151
1,Level 10,Central (Landlord's) Misc Plant/Equipment kWh,1/11/2017 00:00:00,1308
1,L2 & L3 N,77) L2 Core 1 Tenant SW Riser BD/TSW1L/L2,1/11/2017 00:00:00,3507
1,L2 & L3 N,0) L2 Core 1 Tenant SW Riser BD/TSW1P/L2,1/11/2017 00:00:00,3359
1,Level 10,Common Area,1/11/2017 00:00:00,3486
1,Level 10,Central (Landlord's) Chillers/Pumps kWh:,1/11/2017 00:00:00,3243
12,Studio 5.02,E14D00499,1/11/2017 00:00:00,2272
1,Level 10,0) L10 Core 1 Tenant SW Riser BD/TSW1P/L10 & New,1/11/2017 00:00:00,2273
1,L2 & L3 N,0) L2 Core 1 Tenant SE Riser BD/TSE1P/L2,1/11/2017 00:00:00,1873
11,2nd Floor B,Day Units,1/11/2017 00:00:00,6503
1,Level 10,196) L10 Core 1 Tenant SE Riser BD/TSE1L/L10,1/11/2017 00:00:00,1338
1,Level 10,195) L10 Core 1 Tenant NE Riser BD/TNE1L/L10,1/11/2017 00:00:00,1358
1,Level 10,0) L10 Core 2 Tenant N Riser BD/TNW2P/L10 & New,1/11/2017 00:00:00,963
1,Level 10,0) L10 Core 2 Comms supply & New,1/11/2017 00:00:00,1
1,Level 10,194) L10 Core 2 Tenant N Riser BD/TNW2L/L10,1/11/2017 00:00:00,1836
1,Level 10,0) L10 Core 1 Tenant NW Riser BD/TNW1P/L10 & New,1/11/2017 00:00:00,1643
1,Level 10,191) L10 Core 1 Tenant NW Riser BD/TNW1L/L10,1/11/2017 00:00:00,1347
1,Level 10,Central (Landlord's) Air Handling kWh,1/11/2017 00:00:00,1406
1,L2 & L3 N,Central (Landlord's) Misc Plant/Equipment kWh,1/11/2017 00:00:00,3128
1,L2 & L3 N,0) L3 Core 2 Tenant NW2 Riser BD/P,1/11/2017 00:00:00,3921
1,L2 & L3 N,261) L3 Core 2 Tenant N Riser BD/TNW2L(P)/L3,1/11/2017 00:00:00,4622
1,L2 & L3 N,0) L3 Core 1 Tenant NE Riser BD/TNE1L/L3,1/11/2017 00:00:00,1121
1,L2 & L3 N,262) L3 Core 1 Tenant NE Riser BD/TNE1L/L3 "new",1/11/2017 00:00:00,2927
1,L2 & L3 N,0) L2 Core 3 Tenant SW Riser BD/TSW2P/L2,1/11/2017 00:00:00,2964
