Site,Level,Meter,DateDay,kWh
1,L2 & L3 N,0) L3 Core 2 Tenant N Riser BD/TNW2L/L1,1/11/2017 00:00:00,5304
1,L2 & L3 N,0) L2 Core 1 Tenant NE Riser BD/TNE1P/L2,1/11/2017 00:00:00,2359
1,L2 & L3 N,i) 258) L3 Core 1 Tenant NW Riser BD/TNW1L/L3,1/11/2017 00:00:00,1426
7,Building,S23553105,1/11/2017 00:00:00,8518
1,GMez & L1 - NBC CSG,294) GF Core 1 Tenant SE Riser BD/TSEL/__,1/11/2017 00:00:00,729
1,L2 & L3 N,Central (Landlord's) Air Handling kWh,1/11/2017 00:00:00,3588
1,L2 & L3 N,268) L2 Core 1 Tenant NW Riser BD/TNW1L/L2,1/11/2017 00:00:00,3136
1,L2 & L3 N,Common Area,1/11/2017 00:00:00,8898
12,Studio 5.03,E14D00493,1/11/2017 00:00:00,4878
1,L2 & L3 N,0) L2 Core 1 Tenant NW Riser BD/TNW1P/L2,1/11/2017 00:00:00,3467
1,L2 & L3 N,271) L2 Core 2 Tenant N Riser BD/TNW2L(P)/L2,1/11/2017 00:00:00,4333
1,L2 & L3 N,0) L2 Core 2 Tenant N Riser BD/TNW2L/L2,1/11/2017 00:00:00,295
1,L2 & L3 N,272) L2 Core 1 Tenant NE Riser BD/TNE1L/L2,1/11/2017 00:00:00,3065
1,L2 & L3 N,Central (Landlord's) Chillers/Pumps kWh:,1/11/2017 00:00:00,15773
1,L2 & L3 N,0) L3 Core 1 Tenant NW Riser DB dub new,1/11/2017 00:00:00,3354
1,GMez & L1 - NBC CSG,293) GF Core 1 Tenant NE Riser BD/TNEL/1PG__,1/12/2017 00:00:00,9883
1,Level 10,Central (Landlord's) Misc Plant/Equipment kWh,1/12/2017 00:00:00,1332
1,GMez & L1 - NBC CSG,0) GF Core 1 Tenant NE Riser BD/TNEL/1GL,1/12/2017 00:00:00,1644
1,GMez & L1 - NBC CSG,142) A6 LV3 NBC MER I/O Panel (Spare),1/12/2017 00:00:00,75597
1,GMez & L1 - NBC CSG,131) A17 LV3 Spare DB/B2/IT,1/12/2017 00:00:00,1892
1,GMez & L1 - NBC CSG,Central (Landlord's) Misc Plant/Equipment,1/12/2017 00:00:00,2159
1,GMez & L1 - NBC CSG,Central (Landlord's) Air Handling,1/12/2017 00:00:00,2098
1,GMez & L1 - NBC CSG,Central (Landlord's) Chillers/Pumps,1/12/2017 00:00:00,23514
1,GMez & L1 - NBC CSG,Common Area,1/12/2017 00:00:00,6468
1,GMez & L1 - NBC CSG,294) GF Core 1 Tenant SE Riser BD/TSEL/__,1/12/2017 00:00:00,784
1,L2 & L3 N,0) L2 Core 1 Tenant SE Riser BD/TSE1P/L2,1/12/2017 00:00:00,2149
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NW Riser BD/TNW1P/L1,1/12/2017 00:00:00,4771
1,GMez & L1 - NBC CSG,281) L1 Core 2 Tenant N Riser BD/TNW2L(P)/L1,1/12/2017 00:00:00,4259
1,GMez & L1 - NBC CSG,0) L1 Core 2 Tenant N Riser BD/TNW2L/L1,1/12/2017 00:00:00,3502
1,GMez & L1 - NBC CSG,282) L1 Core 1 Tenant NE Riser BD/TNE1L/L1,1/12/2017 00:00:00,2933
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NE Riser BD/TNE1P/L1,1/12/2017 00:00:00,1863
1,GMez & L1 - NBC CSG,0) L1 Core 3 Tenant SW Riser BD/TSW2L/L1,1/12/2017 00:00:00,2922
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SE Riser BD/TSE1P/L1,1/12/2017 00:00:00,2284
1,Level 10,Common Area,1/12/2017 00:00:00,3558
1,GMez & L1 - NBC CSG,284) L1 Core 3 Tenant SW Riser BD/TSW2L(P)/L1,1/12/2017 00:00:00,1951
1,Level 10,191) L10 Core 1 Tenant NW Riser BD/TNW1L/L10,1/12/2017 00:00:00,1359
1,GMez & L1 - NBC CSG,287) L1 Core 1 Tenant SW Riser BD/TSW1L/L1,1/12/2017 00:00:00,3283
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SW Riser BD/TSW1P/L1,1/12/2017 00:00:00,3102
1,Level 10,Central (Landlord's) Air Handling kWh,1/12/2017 00:00:00,1154
1,Level 10,Central (Landlord's) Chillers/Pumps kWh:,1/12/2017 00:00:00,1928
1,GMez & L1 - NBC CSG,283) L1 Core 1 Tenant SE Riser BD/TSE1L/L1,1/12/2017 00:00:00,2739
1,L2 & L3 N,Central (Landlord's) Misc Plant/Equipment kWh,1/12/2017 00:00:00,3185
1,L2 & L3 N,0) L2 Core 3 Tenant SW Riser BD/TSW2P/L2,1/12/2017 00:00:00,3014
1,L2 & L3 N,0) L3 Core 1 Tenant NE Riser BD/TNE1L/L3,1/12/2017 00:00:00,913
11,2nd Floor B,Day Units,1/12/2017 00:00:00,7072
1,L2 & L3 N,261) L3 Core 2 Tenant N Riser BD/TNW2L(P)/L3,1/12/2017 00:00:00,4600
1,L2 & L3 N,0) L3 Core 2 Tenant NW2 Riser BD/P,1/12/2017 00:00:00,3798
1,L2 & L3 N,0) L3 Core 2 Tenant N Riser BD/TNW2L/L1,1/12/2017 00:00:00,5320
1,L2 & L3 N,0) L3 Core 1 Tenant NW Riser BD/TNW1P/L3 new,1/12/2017 00:00:00,2508
1,L2 & L3 N,268) L2 Core 1 Tenant NW Riser BD/TNW1L/L2,1/12/2017 00:00:00,2936
1,L2 & L3 N,i) 258) L3 Core 1 Tenant NW Riser BD/TNW1L/L3,1/12/2017 00:00:00,1495
1,L2 & L3 N,0) L2 Core 1 Tenant NW Riser BD/TNW1P/L2,1/12/2017 00:00:00,3148
1,L2 & L3 N,Central (Landlord's) Air Handling kWh,1/12/2017 00:00:00,2945
11,2nd Floor B,Night Units,1/12/2017 00:00:00,1386
1,L2 & L3 N,Central (Landlord's) Chillers/Pumps kWh:,1/12/2017 00:00:00,10396
1,L2 & L3 N,Common Area,1/12/2017 00:00:00,9082
12,Studio 5.02,E14D00499,1/12/2017 00:00:00,1615
12,Studio 5.03,E14D00493,1/12/2017 00:00:00,4142
7,Building,S23553105,1/12/2017 00:00:00,11399
1,L2 & L3 N,0) L3 Core 1 Tenant NW Riser DB dub new,1/12/2017 00:00:00,3603
1,L2 & L3 N,77) L2 Core 1 Tenant SW Riser BD/TSW1L/L2,1/12/2017 00:00:00,3642
1,Level 10,194) L10 Core 2 Tenant N Riser BD/TNW2L/L10,1/12/2017 00:00:00,714
1,Level 10,0) L10 Core 2 Comms supply & New,1/12/2017 00:00:00,1
1,Level 10,0) L10 Core 2 Tenant N Riser BD/TNW2P/L10 & New,1/12/2017 00:00:00,902
1,Level 10,195) L10 Core 1 Tenant NE Riser BD/TNE1L/L10,1/12/2017 00:00:00,1084
1,Level 10,196) L10 Core 1 Tenant SE Riser BD/TSE1L/L10,1/12/2017 00:00:00,1285
1,Level 10,199) L10 Core 1 Tenant SW Riser BD/TSW1L/L10,1/12/2017 00:00:00,1177
1,Level 10,0) L10 Core 1 Tenant SW Riser BD/TSW1P/L10 & New,1/12/2017 00:00:00,2277
1,L2 & L3 N,262) L3 Core 1 Tenant NE Riser BD/TNE1L/L3 "new",1/12/2017 00:00:00,2508
1,L2 & L3 N,0) L2 Core 1 Tenant SW Riser BD/TSW1P/L2,1/12/2017 00:00:00,3402
1,Level 10,0) L10 Core 1 Tenant NW Riser BD/TNW1P/L10 & New,1/12/2017 00:00:00,1529
1,GMez & L1 - NBC CSG,278) L1 Core 1 Tenant NW Riser BD/TNW1L/L1,1/12/2017 00:00:00,2543
1,L2 & L3 N,274) L2 Core 3 Tenant SW Riser BD/TSW2L/L2,1/12/2017 00:00:00,2084
1,L2 & L3 N,273) L2 Core 1 Tenant SE Riser BD/TSE1L/L2,1/12/2017 00:00:00,2230
1,L2 & L3 N,0) L2 Core 1 Tenant NE Riser BD/TNE1P/L2,1/12/2017 00:00:00,1581
1,L2 & L3 N,272) L2 Core 1 Tenant NE Riser BD/TNE1L/L2,1/12/2017 00:00:00,2314
1,L2 & L3 N,0) L2 Core 2 Tenant N Riser BD/TNW2L/L2,1/12/2017 00:00:00,237
1,L2 & L3 N,271) L2 Core 2 Tenant N Riser BD/TNW2L(P)/L2,1/12/2017 00:00:00,4203
1,L2 & L3 N,0) L3 Core 1 Tenant NW Riser BD/TNW1P/L3 new,1/1/2018 00:00:00,2669
1,L2 & L3 N,0) L2 Core 1 Tenant SW Riser BD/TSW1P/L2,1/1/2018 00:00:00,3849
1,L2 & L3 N,77) L2 Core 1 Tenant SW Riser BD/TSW1L/L2,1/1/2018 00:00:00,4234
1,L2 & L3 N,262) L3 Core 1 Tenant NE Riser BD/TNE1L/L3 "new",1/1/2018 00:00:00,3151
1,GMez & L1 - NBC CSG,0) L1 Core 2 Tenant N Riser BD/TNW2L/L1,1/1/2018 00:00:00,4572
1,L2 & L3 N,Common Area,1/1/2018 00:00:00,9671
1,L2 & L3 N,Central (Landlord's) Chillers/Pumps kWh:,1/1/2018 00:00:00,9550
1,L2 & L3 N,Central (Landlord's) Air Handling kWh,1/1/2018 00:00:00,4332
1,L2 & L3 N,Central (Landlord's) Misc Plant/Equipment kWh,1/1/2018 00:00:00,3626
1,L2 & L3 N,i) 258) L3 Core 1 Tenant NW Riser BD/TNW1L/L3,1/1/2018 00:00:00,1493
1,L2 & L3 N,0) L3 Core 1 Tenant NW Riser DB dub new,1/1/2018 00:00:00,3643
1,L2 & L3 N,0) L3 Core 2 Tenant N Riser BD/TNW2L/L1,1/1/2018 00:00:00,5266
1,L2 & L3 N,0) L3 Core 2 Tenant NW2 Riser BD/P,1/1/2018 00:00:00,3981
1,L2 & L3 N,0) L3 Core 1 Tenant NE Riser BD/TNE1L/L3,1/1/2018 00:00:00,1097
1,L2 & L3 N,0) L2 Core 3 Tenant SW Riser BD/TSW2P/L2,1/1/2018 00:00:00,3235
1,L2 & L3 N,268) L2 Core 1 Tenant NW Riser BD/TNW1L/L2,1/1/2018 00:00:00,3234
1,L2 & L3 N,0) L2 Core 1 Tenant NW Riser BD/TNW1P/L2,1/1/2018 00:00:00,3539
1,L2 & L3 N,271) L2 Core 2 Tenant N Riser BD/TNW2L(P)/L2,1/1/2018 00:00:00,4643
1,L2 & L3 N,0) L2 Core 2 Tenant N Riser BD/TNW2L/L2,1/1/2018 00:00:00,270
1,L2 & L3 N,272) L2 Core 1 Tenant NE Riser BD/TNE1L/L2,1/1/2018 00:00:00,3093
1,L2 & L3 N,0) L2 Core 1 Tenant NE Riser BD/TNE1P/L2,1/1/2018 00:00:00,2063
1,L2 & L3 N,273) L2 Core 1 Tenant SE Riser BD/TSE1L/L2,1/1/2018 00:00:00,2426
1,L2 & L3 N,0) L2 Core 1 Tenant SE Riser BD/TSE1P/L2,1/1/2018 00:00:00,2224
1,L2 & L3 N,274) L2 Core 3 Tenant SW Riser BD/TSW2L/L2,1/1/2018 00:00:00,2437
1,L2 & L3 N,261) L3 Core 2 Tenant N Riser BD/TNW2L(P)/L3,1/1/2018 00:00:00,5168
1,Level 10,Central (Landlord's) Misc Plant/Equipment kWh,1/1/2018 00:00:00,1505
12,Studio 5.03,E14D00493,1/1/2018 00:00:00,4821
12,Studio 5.02,E14D00499,1/1/2018 00:00:00,2775
1,GMez & L1 - NBC CSG,Common Area,1/1/2018 00:00:00,6887
4,Floor 6,ALL,1/1/2018 00:00:00,175027
11,2nd Floor B,Day Units,1/1/2018 00:00:00,6799
1,Level 10,0) L10 Core 1 Tenant SW Riser BD/TSW1P/L10 & New,1/1/2018 00:00:00,2487
11,2nd Floor B,Night Units,1/1/2018 00:00:00,1111
7,Building,S23553105,1/1/2018 00:00:00,9620
1,Level 10,Common Area,1/1/2018 00:00:00,3789
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NW Riser BD/TNW1P/L1,1/1/2018 00:00:00,5323
1,Level 10,191) L10 Core 1 Tenant NW Riser BD/TNW1L/L10,1/1/2018 00:00:00,1435
1,Level 10,0) L10 Core 1 Tenant NW Riser BD/TNW1P/L10 & New,1/1/2018 00:00:00,1722
1,Level 10,194) L10 Core 2 Tenant N Riser BD/TNW2L/L10,1/1/2018 00:00:00,3083
1,Level 10,0) L10 Core 2 Comms supply & New,1/1/2018 00:00:00,1
1,Level 10,0) L10 Core 2 Tenant N Riser BD/TNW2P/L10 & New,1/1/2018 00:00:00,1103
1,Level 10,195) L10 Core 1 Tenant NE Riser BD/TNE1L/L10,1/1/2018 00:00:00,1436
1,Level 10,196) L10 Core 1 Tenant SE Riser BD/TSE1L/L10,1/1/2018 00:00:00,1318
1,Level 10,199) L10 Core 1 Tenant SW Riser BD/TSW1L/L10,1/1/2018 00:00:00,1205
1,Level 10,Central (Landlord's) Chillers/Pumps kWh:,1/1/2018 00:00:00,2134
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NE Riser BD/TNE1P/L1,1/1/2018 00:00:00,2406
1,Level 10,Central (Landlord's) Air Handling kWh,1/1/2018 00:00:00,1701
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SW Riser BD/TSW1P/L1,1/1/2018 00:00:00,3041
1,GMez & L1 - NBC CSG,281) L1 Core 2 Tenant N Riser BD/TNW2L(P)/L1,1/1/2018 00:00:00,4614
1,GMez & L1 - NBC CSG,278) L1 Core 1 Tenant NW Riser BD/TNW1L/L1,1/1/2018 00:00:00,2781
1,GMez & L1 - NBC CSG,294) GF Core 1 Tenant SE Riser BD/TSEL/__,1/1/2018 00:00:00,1131
1,GMez & L1 - NBC CSG,0) GF Core 1 Tenant NE Riser BD/TNEL/1GL,1/1/2018 00:00:00,2086
1,GMez & L1 - NBC CSG,293) GF Core 1 Tenant NE Riser BD/TNEL/1PG__,1/1/2018 00:00:00,2929
1,GMez & L1 - NBC CSG,131) A17 LV3 Spare DB/B2/IT,1/1/2018 00:00:00,1965
1,GMez & L1 - NBC CSG,282) L1 Core 1 Tenant NE Riser BD/TNE1L/L1,1/1/2018 00:00:00,3688
1,GMez & L1 - NBC CSG,283) L1 Core 1 Tenant SE Riser BD/TSE1L/L1,1/1/2018 00:00:00,2921
1,GMez & L1 - NBC CSG,Central (Landlord's) Misc Plant/Equipment,1/1/2018 00:00:00,2458
1,GMez & L1 - NBC CSG,Central (Landlord's) Air Handling,1/1/2018 00:00:00,3092
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SE Riser BD/TSE1P/L1,1/1/2018 00:00:00,2457
1,GMez & L1 - NBC CSG,284) L1 Core 3 Tenant SW Riser BD/TSW2L(P)/L1,1/1/2018 00:00:00,2073
1,GMez & L1 - NBC CSG,0) L1 Core 3 Tenant SW Riser BD/TSW2L/L1,1/1/2018 00:00:00,3218
1,GMez & L1 - NBC CSG,Central (Landlord's) Chillers/Pumps,1/1/2018 00:00:00,19896
1,GMez & L1 - NBC CSG,287) L1 Core 1 Tenant SW Riser BD/TSW1L/L1,1/1/2018 00:00:00,3670
1,GMez & L1 - NBC CSG,142) A6 LV3 NBC MER I/O Panel (Spare),1/1/2018 00:00:00,79704
1,Level 10,Central (Landlord's) Chillers/Pumps kWh:,1/2/2018 00:00:00,2113
1,Level 10,Common Area,1/2/2018 00:00:00,3745
1,Level 10,Central (Landlord's) Air Handling kWh,1/2/2018 00:00:00,2079
1,Level 10,Central (Landlord's) Misc Plant/Equipment kWh,1/2/2018 00:00:00,1326
11,2nd Floor B,Day Units,1/2/2018 00:00:00,6211
1,Level 10,0) L10 Core 1 Tenant NW Riser BD/TNW1P/L10 & New,1/2/2018 00:00:00,1875
1,Level 10,194) L10 Core 2 Tenant N Riser BD/TNW2L/L10,1/2/2018 00:00:00,1552
1,Level 10,0) L10 Core 2 Comms supply & New,1/2/2018 00:00:00,1
1,Level 10,0) L10 Core 2 Tenant N Riser BD/TNW2P/L10 & New,1/2/2018 00:00:00,880
1,Level 10,195) L10 Core 1 Tenant NE Riser BD/TNE1L/L10,1/2/2018 00:00:00,1388
1,Level 10,196) L10 Core 1 Tenant SE Riser BD/TSE1L/L10,1/2/2018 00:00:00,1316
1,Level 10,199) L10 Core 1 Tenant SW Riser BD/TSW1L/L10,1/2/2018 00:00:00,1242
1,Level 10,0) L10 Core 1 Tenant SW Riser BD/TSW1P/L10 & New,1/2/2018 00:00:00,2866
1,L2 & L3 N,i) 258) L3 Core 1 Tenant NW Riser BD/TNW1L/L3,1/2/2018 00:00:00,1493
11,2nd Floor B,Night Units,1/2/2018 00:00:00,1014
12,Studio 5.02,E14D00499,1/2/2018 00:00:00,2496
1,Level 10,191) L10 Core 1 Tenant NW Riser BD/TNW1L/L10,1/2/2018 00:00:00,1451
1,L2 & L3 N,268) L2 Core 1 Tenant NW Riser BD/TNW1L/L2,1/2/2018 00:00:00,3329
1,L2 & L3 N,0) L2 Core 1 Tenant SW Riser BD/TSW1P/L2,1/2/2018 00:00:00,3588
1,L2 & L3 N,77) L2 Core 1 Tenant SW Riser BD/TSW1L/L2,1/2/2018 00:00:00,3827
1,L2 & L3 N,0) L2 Core 3 Tenant SW Riser BD/TSW2P/L2,1/2/2018 00:00:00,3153
1,L2 & L3 N,274) L2 Core 3 Tenant SW Riser BD/TSW2L/L2,1/2/2018 00:00:00,2420
1,L2 & L3 N,0) L2 Core 1 Tenant SE Riser BD/TSE1P/L2,1/2/2018 00:00:00,2356
1,L2 & L3 N,273) L2 Core 1 Tenant SE Riser BD/TSE1L/L2,1/2/2018 00:00:00,2474
1,L2 & L3 N,0) L2 Core 1 Tenant NE Riser BD/TNE1P/L2,1/2/2018 00:00:00,2180
1,L2 & L3 N,272) L2 Core 1 Tenant NE Riser BD/TNE1L/L2,1/2/2018 00:00:00,3055
1,L2 & L3 N,0) L2 Core 2 Tenant N Riser BD/TNW2L/L2,1/2/2018 00:00:00,266
1,L2 & L3 N,Central (Landlord's) Air Handling kWh,1/2/2018 00:00:00,5306
1,L2 & L3 N,0) L2 Core 1 Tenant NW Riser BD/TNW1P/L2,1/2/2018 00:00:00,3622
1,L2 & L3 N,Common Area,1/2/2018 00:00:00,9559
1,L2 & L3 N,262) L3 Core 1 Tenant NE Riser BD/TNE1L/L3 "new",1/2/2018 00:00:00,3029
1,L2 & L3 N,0) L3 Core 1 Tenant NE Riser BD/TNE1L/L3,1/2/2018 00:00:00,1109
1,L2 & L3 N,261) L3 Core 2 Tenant N Riser BD/TNW2L(P)/L3,1/2/2018 00:00:00,4652
1,L2 & L3 N,0) L3 Core 2 Tenant NW2 Riser BD/P,1/2/2018 00:00:00,4157
1,L2 & L3 N,0) L3 Core 2 Tenant N Riser BD/TNW2L/L1,1/2/2018 00:00:00,5516
1,L2 & L3 N,0) L3 Core 1 Tenant NW Riser BD/TNW1P/L3 new,1/2/2018 00:00:00,2713
1,L2 & L3 N,0) L3 Core 1 Tenant NW Riser DB dub new,1/2/2018 00:00:00,3602
1,L2 & L3 N,Central (Landlord's) Misc Plant/Equipment kWh,1/2/2018 00:00:00,3190
12,Studio 5.03,E14D00493,1/2/2018 00:00:00,4490
1,L2 & L3 N,Central (Landlord's) Chillers/Pumps kWh:,1/2/2018 00:00:00,10263
1,L2 & L3 N,271) L2 Core 2 Tenant N Riser BD/TNW2L(P)/L2,1/2/2018 00:00:00,4525
1,GMez & L1 - NBC CSG,0) L1 Core 2 Tenant N Riser BD/TNW2L/L1,1/2/2018 00:00:00,3302
1,GMez & L1 - NBC CSG,Central (Landlord's) Misc Plant/Equipment,1/2/2018 00:00:00,2155
1,GMez & L1 - NBC CSG,131) A17 LV3 Spare DB/B2/IT,1/2/2018 00:00:00,2062
1,GMez & L1 - NBC CSG,142) A6 LV3 NBC MER I/O Panel (Spare),1/2/2018 00:00:00,72883
1,GMez & L1 - NBC CSG,293) GF Core 1 Tenant NE Riser BD/TNEL/1PG__,1/2/2018 00:00:00,3888
1,GMez & L1 - NBC CSG,0) GF Core 1 Tenant NE Riser BD/TNEL/1GL,1/2/2018 00:00:00,2478
1,GMez & L1 - NBC CSG,294) GF Core 1 Tenant SE Riser BD/TSEL/__,1/2/2018 00:00:00,1596
1,GMez & L1 - NBC CSG,278) L1 Core 1 Tenant NW Riser BD/TNW1L/L1,1/2/2018 00:00:00,2966
1,GMez & L1 - NBC CSG,Central (Landlord's) Chillers/Pumps,1/2/2018 00:00:00,20612
1,GMez & L1 - NBC CSG,281) L1 Core 2 Tenant N Riser BD/TNW2L(P)/L1,1/2/2018 00:00:00,4514
1,GMez & L1 - NBC CSG,Common Area,1/2/2018 00:00:00,6808
1,GMez & L1 - NBC CSG,282) L1 Core 1 Tenant NE Riser BD/TNE1L/L1,1/2/2018 00:00:00,3676
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NE Riser BD/TNE1P/L1,1/2/2018 00:00:00,2518
1,GMez & L1 - NBC CSG,283) L1 Core 1 Tenant SE Riser BD/TSE1L/L1,1/2/2018 00:00:00,3030
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SE Riser BD/TSE1P/L1,1/2/2018 00:00:00,2548
1,GMez & L1 - NBC CSG,284) L1 Core 3 Tenant SW Riser BD/TSW2L(P)/L1,1/2/2018 00:00:00,2075
1,GMez & L1 - NBC CSG,0) L1 Core 3 Tenant SW Riser BD/TSW2L/L1,1/2/2018 00:00:00,3191
1,GMez & L1 - NBC CSG,287) L1 Core 1 Tenant SW Riser BD/TSW1L/L1,1/2/2018 00:00:00,3718
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SW Riser BD/TSW1P/L1,1/2/2018 00:00:00,3116
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NW Riser BD/TNW1P/L1,1/2/2018 00:00:00,5081
7,Building,S23553105,1/2/2018 00:00:00,8734
4,Floor 6,ALL,1/2/2018 00:00:00,128045
1,GMez & L1 - NBC CSG,Central (Landlord's) Air Handling,1/2/2018 00:00:00,3779
1,L2 & L3 N,0) L2 Core 1 Tenant NE Riser BD/TNE1P/L2,1/3/2018 00:00:00,1531
1,L2 & L3 N,273) L2 Core 1 Tenant SE Riser BD/TSE1L/L2,1/3/2018 00:00:00,2307
1,L2 & L3 N,0) L2 Core 1 Tenant SE Riser BD/TSE1P/L2,1/3/2018 00:00:00,2277
1,L2 & L3 N,274) L2 Core 3 Tenant SW Riser BD/TSW2L/L2,1/3/2018 00:00:00,2290
1,L2 & L3 N,0) L2 Core 3 Tenant SW Riser BD/TSW2P/L2,1/3/2018 00:00:00,3068
1,L2 & L3 N,0) L2 Core 1 Tenant SW Riser BD/TSW1P/L2,1/3/2018 00:00:00,3601
1,L2 & L3 N,271) L2 Core 2 Tenant N Riser BD/TNW2L(P)/L2,1/3/2018 00:00:00,4284
1,GMez & L1 - NBC CSG,Common Area,1/3/2018 00:00:00,6816
1,GMez & L1 - NBC CSG,Central (Landlord's) Chillers/Pumps,1/3/2018 00:00:00,32338
1,GMez & L1 - NBC CSG,Central (Landlord's) Air Handling,1/3/2018 00:00:00,1733
1,GMez & L1 - NBC CSG,Central (Landlord's) Misc Plant/Equipment,1/3/2018 00:00:00,2518
1,GMez & L1 - NBC CSG,131) A17 LV3 Spare DB/B2/IT,1/3/2018 00:00:00,2303
1,GMez & L1 - NBC CSG,142) A6 LV3 NBC MER I/O Panel (Spare),1/3/2018 00:00:00,81187
1,GMez & L1 - NBC CSG,293) GF Core 1 Tenant NE Riser BD/TNEL/1PG__,1/3/2018 00:00:00,2453
1,L2 & L3 N,77) L2 Core 1 Tenant SW Riser BD/TSW1L/L2,1/3/2018 00:00:00,3873
1,GMez & L1 - NBC CSG,0) GF Core 1 Tenant NE Riser BD/TNEL/1GL,1/3/2018 00:00:00,1496
1,L2 & L3 N,0) L3 Core 1 Tenant NW Riser DB dub new,1/3/2018 00:00:00,3447
1,L2 & L3 N,i) 258) L3 Core 1 Tenant NW Riser BD/TNW1L/L3,1/3/2018 00:00:00,1423
1,L2 & L3 N,Central (Landlord's) Misc Plant/Equipment kWh,1/3/2018 00:00:00,3727
1,L2 & L3 N,Central (Landlord's) Air Handling kWh,1/3/2018 00:00:00,2434
1,L2 & L3 N,Central (Landlord's) Chillers/Pumps kWh:,1/3/2018 00:00:00,14441
1,L2 & L3 N,Common Area,1/3/2018 00:00:00,9571
1,L2 & L3 N,272) L2 Core 1 Tenant NE Riser BD/TNE1L/L2,1/3/2018 00:00:00,2043
1,L2 & L3 N,0) L3 Core 2 Tenant N Riser BD/TNW2L/L1,1/3/2018 00:00:00,5128
1,L2 & L3 N,0) L2 Core 2 Tenant N Riser BD/TNW2L/L2,1/3/2018 00:00:00,245
1,L2 & L3 N,0) L3 Core 2 Tenant NW2 Riser BD/P,1/3/2018 00:00:00,4225
1,L2 & L3 N,261) L3 Core 2 Tenant N Riser BD/TNW2L(P)/L3,1/3/2018 00:00:00,5147
1,L2 & L3 N,0) L3 Core 1 Tenant NE Riser BD/TNE1L/L3,1/3/2018 00:00:00,774
1,L2 & L3 N,262) L3 Core 1 Tenant NE Riser BD/TNE1L/L3 "new",1/3/2018 00:00:00,2249
1,L2 & L3 N,268) L2 Core 1 Tenant NW Riser BD/TNW1L/L2,1/3/2018 00:00:00,3133
1,L2 & L3 N,0) L2 Core 1 Tenant NW Riser BD/TNW1P/L2,1/3/2018 00:00:00,3323
1,L2 & L3 N,0) L3 Core 1 Tenant NW Riser BD/TNW1P/L3 new,1/3/2018 00:00:00,2513
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NW Riser BD/TNW1P/L1,1/3/2018 00:00:00,4400
1,Level 10,196) L10 Core 1 Tenant SE Riser BD/TSE1L/L10,1/3/2018 00:00:00,1206
1,Level 10,Central (Landlord's) Chillers/Pumps kWh:,1/3/2018 00:00:00,3137
1,Level 10,Central (Landlord's) Air Handling kWh,1/3/2018 00:00:00,954
1,Level 10,Central (Landlord's) Misc Plant/Equipment kWh,1/3/2018 00:00:00,1545
1,Level 10,191) L10 Core 1 Tenant NW Riser BD/TNW1L/L10,1/3/2018 00:00:00,1325
1,Level 10,0) L10 Core 1 Tenant NW Riser BD/TNW1P/L10 & New,1/3/2018 00:00:00,1649
1,Level 10,194) L10 Core 2 Tenant N Riser BD/TNW2L/L10,1/3/2018 00:00:00,2089
1,GMez & L1 - NBC CSG,278) L1 Core 1 Tenant NW Riser BD/TNW1L/L1,1/3/2018 00:00:00,2671
1,Level 10,Common Area,1/3/2018 00:00:00,3750
1,GMez & L1 - NBC CSG,294) GF Core 1 Tenant SE Riser BD/TSEL/__,1/3/2018 00:00:00,1147
1,Level 10,0) L10 Core 2 Comms supply & New,1/3/2018 00:00:00,1
1,Level 10,199) L10 Core 1 Tenant SW Riser BD/TSW1L/L10,1/3/2018 00:00:00,1109
1,Level 10,0) L10 Core 1 Tenant SW Riser BD/TSW1P/L10 & New,1/3/2018 00:00:00,3037
11,2nd Floor B,Day Units,1/3/2018 00:00:00,7072
4,Floor 6,ALL,1/3/2018 00:00:00,138907
11,2nd Floor B,Night Units,1/3/2018 00:00:00,1386
7,Building,S23553105,1/3/2018 00:00:00,9261
12,Studio 5.02,E14D00499,1/3/2018 00:00:00,1839
12,Studio 5.03,E14D00493,1/3/2018 00:00:00,4850
1,Level 10,0) L10 Core 2 Tenant N Riser BD/TNW2P/L10 & New,1/3/2018 00:00:00,986
1,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SE Riser BD/TSE1P/L1,1/3/2018 00:00:00,2891
1,GMez & L1 - NBC CSG,0) L1 Core 2 Tenant N Riser BD/TNW2L/L1,1/3/2018 00:00:00,3536
1,GMez & L1 - NBC CSG,282) L1 Core 1 Tenant NE Riser BD/TNE1L/L1,1/3/2018 00:00:00,2630
1,Level 10,195) L10 Core 1 Tenant NE Riser BD/TNE1L/L10,1/3/2018 00:00:00,954
